Sprint_ID,Planned_Story_Points_Sprint,Completed_Story_Points,Percent_Done,Days_Remaining_Sprint,Historical_Velocity,Blocked_Stories,Scope_Change,Success_Label,Assignee,Planned_Story_Points_Resource,Current_Assigned_SP,Historical_Avg_SP,Remaining_Days_Resource,High_Priority_Tasks_Resource,Current_Workload_Percent,Expected_Overload,Issue_ID,Issue_Type,Priority,Original_Estimate_Hours,Story_Points_Issue,Description_Issue,Resolution_Time_Hours,Total_SP_This_Sprint,Historical_Avg_SP_Burnout,High_Priority_Tasks_Burnout,Consecutive_Overloads,Risk_Flag,Summary,Description_Resource,Labels,Original_Estimate_Resource,Story_Points_Resource,Assignee_Resource,Resolution_Time_Resource
SP0095,17.01,55.38,83.46,8.15,71.28,1.07,7.93,-0.37,Bob,39.98,66.31,19.43,5.51,2.0,50.46,0.83,ISS0850,Task,High,15.02,8.83,Add feature,8.79,38.86,27.36,0.97,2.58,0.42,Improve performance,User request,Performance,9.86,4.26,David,3.27
SP0713,50.85,42.9,90.25,2.86,63.3,2.11,5.06,-0.64,David,27.52,43.32,51.54,3.03,1.73,127.52,0.93,ISS0303,Bug,High,7.88,8.45,Update UI,6.84,23.84,8.74,1.32,2.51,0.87,Improve performance,Tech debt,Refactor,15.58,4.14,Bob,4.54
SP0916,49.92,5.55,75.28,-2.54,41.52,1.62,-0.88,0.57,Alice,38.87,22.99,33.31,2.14,1.64,264.98,1.09,ISS0911,Story,Medium,-0.05,4.9,Refactor code,15.51,39.44,24.0,-0.09,4.3,0.45,Improve performance,Tech debt,Feature,5.38,5.87,David,2.25
SP0830,49.71,-1.66,88.14,1.93,61.81,2.33,-2.23,0.23,David,55.9,51.62,43.73,6.08,1.86,92.25,0.49,ISS0716,Task,High,12.76,2.94,Update UI,18.96,47.77,40.33,2.12,4.22,0.3,Fix bug,Critical bug,Performance,14.13,13.53,Bob,3.93
SP0975,96.24,45.97,94.01,5.08,32.88,2.56,7.87,0.47,Bob,27.17,54.98,26.5,0.1,4.34,94.26,0.04,ISS0353,Story,High,12.39,2.97,Add feature,24.14,26.0,33.9,0.17,3.19,0.74,Improve performance,Tech debt,Refactor,5.85,9.14,Carol,25.87
SP0245,38.56,30.11,25.31,6.67,65.74,2.1,2.98,0.63,Bob,29.15,44.82,25.26,7.14,1.6,66.74,0.31,ISS0924,Task,Medium,12.36,3.97,Refactor code,5.64,33.86,28.33,2.42,5.07,0.92,Fix bug,New module,Feature,5.79,5.81,Bob,15.63
SP0026,49.24,14.23,116.52,-0.46,81.45,0.73,1.07,0.12,Carol,37.57,49.27,28.89,4.05,0.82,178.18,0.13,ISS0482,Story,High,3.85,5.88,Fix bug,7.82,44.88,30.05,2.35,2.95,-0.69,Improve performance,New module,Feature,10.68,11.22,Carol,10.77
SP0415,32.96,31.77,81.69,2.04,111.69,2.48,8.55,0.54,David,48.36,24.16,27.41,4.43,1.66,141.18,-0.08,ISS0918,Bug,Medium,14.07,6.62,Refactor code,8.83,10.23,15.06,-0.15,1.4,0.07,Develop feature,Tech debt,Refactor,12.42,1.26,Bob,10.41
SP0396,31.99,28.63,83.24,6.66,55.22,0.71,3.13,-0.11,Alice,24.63,32.37,50.45,8.52,-0.4,211.22,0.44,ISS0447,Bug,Low,12.54,5.24,Update UI,14.78,31.91,14.62,2.47,3.96,0.61,Improve performance,User request,Performance,9.9,2.22,Alice,6.02
SP0440,67.5,16.56,52.22,6.23,56.95,2.28,4.17,0.34,Bob,39.83,16.39,23.76,3.11,1.56,85.63,0.51,ISS0376,Bug,High,5.26,1.45,Update UI,18.51,52.19,24.51,2.67,4.14,0.34,Fix bug,User request,Refactor,13.52,10.17,David,11.15
SP0664,39.79,37.96,68.92,4.07,48.57,3.99,9.74,0.43,Carol,28.25,28.37,32.2,2.49,1.82,132.0,0.99,ISS0808,Story,Medium,7.17,4.63,Add feature,-1.42,35.18,24.68,3.2,3.8,0.66,Fix bug,Tech debt,Performance,10.24,7.38,Bob,14.86
SP0830,44.75,35.2,68.3,1.61,63.58,1.39,-3.87,0.33,Alice,47.48,28.16,30.37,8.85,1.36,135.88,0.47,ISS0892,Bug,Low,9.99,7.12,Update UI,11.31,44.35,33.35,0.73,-1.18,-0.29,Code cleanup,User request,Performance,7.13,10.41,Carol,5.59
SP0609,57.79,35.8,89.86,7.87,46.25,3.03,-7.32,-0.57,David,29.1,58.29,31.94,6.84,1.17,198.68,0.98,ISS0301,Bug,Low,10.89,8.61,Fix bug,16.16,40.18,30.42,2.96,1.08,-0.6,Fix bug,Tech debt,Bug,13.16,4.25,David,28.84
SP0871,60.85,24.68,56.06,10.23,58.0,0.38,1.58,0.27,Carol,43.55,41.57,25.18,5.31,3.19,161.17,-0.25,ISS0610,Story,Low,11.65,8.88,Refactor code,9.49,52.41,15.77,2.93,0.13,0.46,Improve performance,Critical bug,Refactor,11.85,5.02,Alice,15.58
SP0807,70.93,-0.5,83.88,5.83,28.27,-0.33,4.25,0.57,Carol,59.9,38.98,35.16,0.01,1.96,190.09,-0.29,ISS0974,Story,Low,10.88,6.26,Fix bug,29.11,64.57,23.87,1.16,1.59,0.66,Develop feature,Critical bug,Feature,6.24,6.93,David,12.64
SP0608,38.45,29.76,79.47,-0.84,39.39,2.61,0.11,0.31,David,45.29,57.47,25.38,8.93,0.77,112.72,0.82,ISS0637,Story,Medium,12.87,6.88,Refactor code,-0.68,27.15,39.22,1.61,1.62,0.51,Code cleanup,Tech debt,Bug,8.23,10.21,Carol,14.75
SP0182,40.22,19.31,93.99,5.64,28.62,4.36,2.16,0.58,David,36.89,48.9,23.33,5.57,1.87,124.97,-0.48,ISS0264,Story,High,9.44,7.14,Fix bug,20.91,44.7,25.84,3.58,2.27,-0.02,Code cleanup,New module,Refactor,14.25,15.15,Alice,15.38
SP0570,50.08,32.26,46.95,1.72,38.69,2.66,7.09,-0.22,David,52.26,37.37,29.84,7.67,3.16,57.89,0.38,ISS0885,Story,High,18.23,-3.07,Fix bug,10.31,50.08,26.16,-1.41,3.61,0.39,Code cleanup,User request,Performance,19.94,7.61,David,17.32
SP0975,35.82,23.46,80.29,5.92,37.62,0.88,-0.37,-0.26,David,30.95,37.89,18.19,4.02,1.17,196.3,0.81,ISS0009,Task,High,5.37,12.43,Refactor code,19.3,48.59,33.46,1.38,0.5,0.54,Develop feature,User request,Feature,17.56,6.26,Carol,8.61
SP0258,-2.79,27.65,69.63,1.15,68.65,2.26,7.52,-0.2,Bob,29.84,33.71,49.28,3.09,-0.97,40.32,0.54,ISS0435,Bug,Low,9.17,3.9,Update UI,18.52,39.0,32.57,2.09,2.79,0.06,Fix bug,New module,Refactor,3.26,-0.17,Carol,13.02
SP0372,76.37,60.26,73.12,-0.24,31.98,0.2,2.86,0.56,Carol,33.08,59.78,25.41,2.53,5.57,124.91,0.76,ISS0707,Bug,Medium,17.24,4.19,Refactor code,10.67,23.75,34.33,1.14,1.59,-0.59,Improve performance,Critical bug,Refactor,8.76,6.78,Alice,16.37
SP0459,25.98,17.21,83.54,4.73,74.11,1.26,-0.24,0.85,Carol,36.02,50.73,25.1,7.11,0.32,113.47,-0.39,ISS0008,Task,Medium,11.6,3.86,Fix bug,4.43,36.1,20.16,2.46,-2.04,0.74,Develop feature,Critical bug,Bug,2.88,-1.51,David,8.64
SP0799,59.85,58.26,87.02,8.11,48.75,2.1,1.63,0.33,David,38.39,41.1,45.49,4.38,-0.07,132.18,1.27,ISS0981,Bug,Low,9.52,10.05,Update UI,14.22,18.49,21.37,1.88,3.48,0.78,Develop feature,User request,Feature,5.04,9.0,Alice,14.73
SP0113,38.84,14.13,63.4,2.36,94.08,1.06,3.82,0.9,Carol,25.01,80.17,48.73,3.57,4.97,261.97,1.27,ISS0434,Story,Medium,12.14,4.51,Refactor code,10.38,45.09,27.31,5.09,2.98,0.39,Improve performance,User request,Refactor,11.27,4.7,Bob,2.84
SP0500,37.94,52.95,63.66,0.71,50.54,-0.4,2.37,0.75,Bob,27.84,48.52,30.2,4.49,2.14,82.55,1.54,ISS0128,Story,High,18.93,8.36,Add feature,8.09,42.94,21.51,0.76,-0.31,0.02,Develop feature,New module,Feature,9.2,6.39,Alice,10.0
SP0375,48.99,44.03,56.12,3.63,14.46,0.66,0.31,-0.32,David,47.73,47.86,33.95,9.46,0.49,203.16,0.8,ISS0831,Task,High,17.77,4.99,Fix bug,22.73,53.81,28.96,3.72,4.94,0.91,Fix bug,New module,Refactor,4.1,3.52,Alice,10.26
SP0836,59.72,50.4,76.16,1.86,63.67,0.07,3.33,-0.49,Alice,23.29,48.5,30.19,9.92,1.05,118.46,0.91,ISS0607,Story,Medium,4.68,6.02,Add feature,20.35,40.2,24.45,1.05,3.33,0.85,Improve performance,Critical bug,Performance,0.02,7.76,Alice,26.46
SP0563,46.16,51.81,40.12,-0.51,43.47,1.55,-1.93,-0.11,Carol,25.65,25.18,23.39,4.41,1.32,192.19,0.74,ISS0818,Bug,High,3.32,16.25,Add feature,9.43,39.7,27.7,2.32,3.07,-0.15,Improve performance,Critical bug,Performance,12.25,6.6,Bob,12.77
SP0191,42.64,14.8,73.55,4.92,46.9,1.3,8.92,0.66,David,48.69,50.02,33.9,3.13,2.68,215.83,0.99,ISS0248,Story,Low,4.37,1.62,Refactor code,14.44,58.42,23.69,2.23,3.53,0.77,Code cleanup,Tech debt,Performance,9.39,3.1,Alice,12.35
SP0818,56.26,28.07,71.55,5.68,32.83,-0.09,8.13,1.26,David,47.16,56.66,23.15,8.4,-1.44,82.39,-0.0,ISS0289,Task,High,13.47,5.41,Fix bug,13.05,50.02,33.24,2.31,1.56,1.94,Fix bug,New module,Bug,14.6,3.99,Alice,14.44
SP0999,49.63,29.14,82.79,5.06,44.15,1.31,-4.72,0.19,David,40.04,51.38,33.52,6.75,3.35,142.37,0.38,ISS0342,Story,Medium,19.47,8.73,Fix bug,20.12,27.62,25.35,3.16,1.98,0.44,Improve performance,Tech debt,Bug,8.39,2.92,Carol,14.13
SP0632,58.78,50.82,56.76,5.21,38.25,-0.01,7.79,0.47,Carol,31.64,63.33,33.79,4.28,2.13,137.38,0.33,ISS0119,Story,High,1.17,4.48,Refactor code,11.98,24.28,30.85,3.52,0.7,-0.03,Improve performance,Critical bug,Refactor,2.99,6.72,Bob,11.12
SP0677,49.2,26.8,54.26,4.76,52.96,-0.07,6.2,-0.0,Alice,19.51,15.35,45.73,2.12,3.83,221.43,-0.09,ISS0244,Story,High,10.43,10.26,Update UI,21.35,46.08,18.91,-0.3,2.51,0.38,Fix bug,Critical bug,Refactor,7.73,10.68,Carol,10.78
SP0041,50.7,19.39,65.57,4.55,80.68,2.62,4.47,0.13,Carol,50.44,40.96,15.91,5.52,2.65,156.85,0.66,ISS0416,Bug,High,16.93,4.0,Refactor code,11.82,23.98,31.57,1.57,0.29,-0.11,Improve performance,New module,Performance,13.89,5.27,Bob,13.46
SP0664,42.91,38.27,45.68,4.69,22.72,0.68,-5.7,-0.11,Carol,36.73,48.83,35.55,5.59,1.02,122.6,0.89,ISS0057,Bug,Medium,14.62,7.11,Fix bug,19.07,28.06,27.56,3.28,1.11,0.29,Improve performance,User request,Refactor,10.1,8.62,Carol,7.73
SP0194,40.27,33.51,73.06,6.09,41.8,1.2,-4.73,0.08,David,43.08,36.68,41.75,3.36,0.64,78.91,0.36,ISS0824,Task,High,13.87,8.14,Refactor code,15.93,55.37,35.6,2.45,0.53,0.0,Code cleanup,Critical bug,Feature,28.55,5.77,David,14.23
SP0311,38.77,45.09,91.5,-0.89,34.2,3.92,1.51,0.65,David,34.95,26.9,34.26,7.89,1.44,162.26,0.92,ISS0711,Task,Medium,13.66,1.31,Refactor code,23.19,34.78,24.03,2.42,0.99,-0.07,Code cleanup,Critical bug,Bug,7.97,7.55,David,17.18
SP0763,55.13,29.69,66.27,3.06,51.29,0.02,5.43,-0.66,Alice,33.37,45.5,25.14,5.36,0.02,64.33,0.17,ISS0026,Task,Medium,2.53,15.75,Refactor code,17.21,33.98,32.4,3.55,2.81,1.2,Improve performance,Tech debt,Refactor,6.0,7.25,Alice,13.33
SP0729,56.87,44.72,83.39,4.05,51.27,2.72,3.73,-0.06,Alice,44.19,57.59,29.08,9.27,-0.3,223.41,0.18,ISS0885,Task,Medium,18.3,11.51,Update UI,23.75,37.99,35.32,2.04,0.99,0.18,Fix bug,Critical bug,Performance,16.32,3.91,Bob,19.15
SP0155,54.53,34.05,86.87,1.36,49.93,2.61,-0.64,0.4,Bob,21.66,44.24,26.62,0.5,2.08,134.64,-0.81,ISS0052,Bug,Low,15.58,1.14,Add feature,7.4,32.44,29.91,0.92,0.41,0.24,Develop feature,Tech debt,Feature,11.63,6.53,Carol,16.27
SP0284,82.31,37.23,50.61,7.86,29.63,0.69,8.5,-0.77,David,58.36,50.21,37.52,5.63,2.56,210.32,0.47,ISS0163,Bug,Medium,4.55,5.34,Refactor code,15.54,17.32,17.53,1.74,2.39,0.37,Code cleanup,New module,Refactor,11.06,7.78,David,11.93
SP0567,58.31,34.73,54.13,0.34,30.77,4.0,2.69,-0.84,Carol,31.79,39.25,31.5,2.51,1.06,172.02,-0.01,ISS0946,Task,Medium,21.33,6.64,Fix bug,12.76,24.4,22.61,1.02,2.75,0.76,Develop feature,Critical bug,Performance,1.05,8.35,David,8.82
SP0620,67.36,51.51,61.75,-0.66,57.9,2.56,7.58,0.66,Bob,55.65,28.07,34.61,6.26,3.62,90.8,0.56,ISS0802,Bug,Low,7.02,6.29,Update UI,11.69,29.12,31.39,3.19,1.44,0.81,Code cleanup,New module,Refactor,18.32,5.54,Carol,-1.37
SP0124,71.08,43.58,66.3,5.49,58.21,1.96,0.96,0.23,Carol,26.61,30.66,24.43,7.25,0.62,158.39,0.11,ISS0802,Story,Medium,15.84,6.86,Add feature,13.96,25.58,29.57,1.39,2.09,0.13,Develop feature,New module,Feature,13.17,9.79,Carol,16.97
SP0039,30.0,75.99,35.74,-1.23,71.76,4.03,4.65,0.27,Bob,36.02,36.18,34.67,4.37,1.57,120.7,-0.33,ISS0772,Task,High,9.84,5.9,Refactor code,19.64,31.31,35.72,2.12,1.78,0.12,Develop feature,Critical bug,Feature,9.98,3.88,David,14.97
SP0371,42.02,27.75,75.78,3.24,57.34,3.28,8.58,0.83,Bob,21.7,18.15,42.86,5.31,2.84,131.82,0.39,ISS0056,Task,Low,18.36,6.62,Refactor code,18.02,49.09,21.43,2.41,4.94,0.28,Code cleanup,Tech debt,Performance,9.46,2.51,Alice,7.77
SP0898,33.71,19.56,74.54,4.49,44.48,2.2,8.45,0.59,Bob,42.3,33.01,37.05,3.62,0.81,161.54,0.38,ISS0420,Bug,High,19.88,9.98,Fix bug,4.5,42.89,25.85,2.01,1.4,0.58,Develop feature,New module,Bug,5.07,8.09,Bob,15.37
SP0812,62.99,26.66,66.4,10.33,16.23,3.22,4.1,0.85,Alice,25.76,48.07,31.81,8.99,1.04,84.12,1.15,ISS0335,Task,Medium,12.11,6.7,Update UI,17.54,20.33,30.18,0.06,1.17,0.18,Code cleanup,Tech debt,Bug,20.01,10.1,Alice,9.08
SP0643,29.77,74.48,61.08,8.89,54.49,2.65,6.87,1.09,Alice,33.69,49.02,43.18,5.38,1.03,141.71,1.12,ISS0402,Bug,High,6.1,2.69,Refactor code,22.66,32.14,22.01,2.81,2.67,-0.14,Develop feature,Tech debt,Feature,15.89,11.45,Bob,25.84
SP0525,43.4,10.77,80.55,5.41,31.36,0.09,-3.77,0.43,Carol,38.1,-8.88,41.31,5.88,0.57,74.09,0.39,ISS0790,Story,Medium,21.82,9.7,Add feature,11.34,45.68,23.85,1.28,2.79,0.67,Improve performance,User request,Refactor,3.54,5.8,Bob,29.77
SP0674,27.44,8.65,49.98,3.34,24.33,4.17,-3.24,0.1,David,34.85,53.93,44.52,2.02,0.73,95.51,0.37,ISS0234,Task,Medium,6.93,4.64,Add feature,10.18,43.38,23.76,-0.18,3.97,0.22,Improve performance,New module,Refactor,19.9,1.23,Carol,10.76
SP0337,22.27,37.02,56.51,6.81,76.99,-0.49,4.15,0.56,David,36.14,55.45,46.34,-1.0,-0.78,51.17,1.18,ISS0475,Story,High,15.75,11.78,Fix bug,10.95,51.93,35.74,4.11,2.89,0.14,Develop feature,User request,Performance,3.7,10.41,Bob,7.01
SP0444,72.46,43.73,55.18,8.31,40.69,2.1,6.84,0.74,Carol,28.9,37.78,23.37,3.23,1.74,193.34,0.58,ISS0480,Story,Medium,10.88,7.29,Update UI,12.9,33.18,21.39,3.25,3.02,0.82,Improve performance,Tech debt,Refactor,16.62,7.42,David,0.3
SP0361,66.15,40.83,79.87,7.28,56.44,3.13,9.46,1.1,Carol,58.3,29.9,35.79,7.44,1.43,146.92,0.7,ISS0541,Story,Low,11.37,6.92,Add feature,23.54,26.48,19.3,0.26,2.07,0.23,Develop feature,New module,Feature,6.83,0.93,Alice,11.23
SP0808,76.79,34.41,87.56,8.05,22.04,0.34,-4.29,0.48,Carol,46.25,53.33,41.53,3.78,2.63,153.62,0.86,ISS0666,Task,Low,13.17,8.83,Fix bug,5.19,44.51,22.78,3.79,2.13,-0.16,Code cleanup,User request,Bug,4.68,8.75,Bob,11.02
SP0612,86.59,28.89,59.26,3.48,66.73,0.65,-7.16,-0.5,Alice,33.08,41.94,20.27,5.12,3.06,172.79,1.12,ISS0974,Story,High,2.47,5.79,Fix bug,19.44,61.3,31.89,3.41,4.89,0.59,Improve performance,Tech debt,Refactor,16.33,8.74,David,2.31
SP0319,50.12,34.53,48.11,6.37,64.17,-0.5,-1.63,-0.56,David,50.24,57.01,26.74,4.63,3.14,105.99,0.14,ISS0651,Task,Medium,4.96,3.31,Refactor code,7.69,59.4,30.32,1.59,1.54,-0.38,Develop feature,New module,Refactor,18.11,5.9,Carol,-1.45
SP0754,64.67,26.75,104.38,8.16,59.74,2.93,-6.4,-0.04,Bob,34.09,50.91,44.04,4.93,1.64,239.8,0.93,ISS0258,Story,Medium,14.34,4.61,Add feature,12.67,32.1,25.3,3.21,-0.38,0.16,Fix bug,Tech debt,Performance,2.04,4.43,Bob,8.56
SP0550,36.52,29.6,60.33,2.26,45.92,1.2,-5.95,0.53,David,52.49,46.22,35.6,1.56,2.54,53.42,0.52,ISS0951,Story,Medium,16.91,9.38,Refactor code,-3.01,34.65,34.69,2.13,2.41,0.87,Develop feature,New module,Refactor,6.32,8.82,Bob,14.65
SP0695,48.55,13.98,70.4,-1.61,40.77,1.6,-4.21,-0.44,Alice,22.66,56.16,30.29,-0.54,1.93,154.37,-0.14,ISS0499,Story,Medium,9.5,4.38,Update UI,12.13,36.12,16.76,2.15,3.07,-0.11,Code cleanup,Tech debt,Performance,18.36,7.29,Carol,14.28
SP0639,87.44,27.61,83.16,2.07,31.03,0.68,8.8,-0.02,Alice,46.8,67.69,23.87,6.02,4.02,136.38,-0.28,ISS0212,Task,High,18.16,7.57,Update UI,3.8,38.36,25.99,1.52,3.7,1.14,Develop feature,Critical bug,Refactor,11.61,11.77,Bob,11.64
SP0292,80.15,49.11,64.62,8.34,41.17,1.05,10.2,-0.07,David,48.54,55.07,32.82,2.46,1.96,57.65,1.21,ISS0667,Task,Low,17.39,6.94,Add feature,15.11,32.29,20.99,4.02,4.73,0.37,Improve performance,New module,Bug,14.19,17.69,Alice,-1.7
SP0211,43.32,30.15,71.72,6.21,57.96,2.31,-2.23,0.8,David,32.9,56.95,31.36,6.51,0.82,173.76,0.14,ISS0313,Task,Medium,13.96,11.91,Fix bug,17.09,52.69,13.71,5.43,1.29,0.05,Develop feature,Tech debt,Feature,14.71,0.66,Alice,9.31
SP0690,23.49,30.9,70.6,2.27,54.02,2.45,-0.63,-0.1,Carol,29.42,45.05,16.6,0.31,0.63,183.5,-0.14,ISS0471,Task,High,11.88,2.83,Update UI,9.56,63.49,31.06,0.25,-1.92,-0.23,Improve performance,User request,Refactor,3.74,8.66,Alice,11.12
SP0799,45.65,34.42,54.71,8.97,44.96,6.21,-4.6,-0.13,Carol,51.9,57.47,23.09,9.98,2.77,182.54,1.15,ISS0507,Story,High,1.92,9.09,Update UI,9.07,30.09,40.06,1.12,0.72,0.6,Improve performance,Critical bug,Feature,22.66,8.98,David,18.09
SP0660,32.91,57.87,101.52,3.06,27.32,5.39,8.57,0.7,Carol,45.66,49.41,38.65,2.09,0.76,270.94,0.21,ISS0581,Bug,Medium,14.43,11.89,Fix bug,9.97,44.87,16.82,2.92,2.56,0.16,Fix bug,Tech debt,Performance,12.12,7.65,Alice,7.55
SP0263,49.67,25.29,102.79,2.92,77.85,4.74,5.76,0.38,David,48.89,45.67,25.85,6.83,2.98,202.11,0.23,ISS0875,Story,High,17.43,6.46,Fix bug,24.09,27.95,24.74,0.63,1.34,0.0,Code cleanup,User request,Feature,16.15,11.32,Alice,3.48
SP0161,70.31,25.23,40.03,6.41,53.95,1.25,6.22,-0.07,Bob,46.03,25.55,29.92,7.07,-0.61,69.75,-0.04,ISS0477,Bug,High,15.43,6.04,Update UI,11.21,26.7,38.68,2.06,-1.72,1.16,Develop feature,New module,Feature,17.18,10.82,Alice,2.89
SP0784,45.05,51.69,92.8,7.67,25.72,-0.2,6.32,-0.07,Carol,36.45,15.98,23.69,9.71,2.02,168.04,0.08,ISS0476,Bug,High,0.11,5.88,Fix bug,19.18,39.4,18.36,1.98,0.48,-0.26,Code cleanup,New module,Refactor,17.34,2.31,Carol,21.4
SP0929,43.84,32.09,110.86,5.76,38.36,3.42,6.56,0.06,Alice,44.61,68.56,41.63,-0.35,-0.21,184.76,0.02,ISS0969,Bug,Low,14.34,3.57,Update UI,15.31,46.63,30.04,0.96,2.65,0.2,Code cleanup,User request,Feature,19.28,5.39,Alice,17.52
SP0153,36.84,32.69,87.57,6.12,61.25,0.05,4.88,0.35,David,33.38,52.41,44.47,6.63,1.17,97.17,0.62,ISS0748,Bug,Medium,17.19,13.61,Fix bug,6.26,23.48,36.87,2.55,0.85,0.88,Fix bug,Critical bug,Performance,18.22,0.6,Bob,6.71
SP0479,48.54,28.64,42.58,3.17,49.55,1.89,4.1,0.51,Bob,36.95,46.9,53.84,2.92,1.07,65.32,0.86,ISS0049,Task,High,17.25,9.53,Update UI,18.78,55.35,18.96,2.07,2.3,0.4,Develop feature,Critical bug,Feature,10.6,6.5,David,18.99
SP0993,48.89,48.21,77.11,0.2,21.28,2.94,-1.55,1.03,David,38.5,61.14,24.87,3.53,2.22,13.44,0.41,ISS0747,Story,High,12.9,6.94,Fix bug,10.09,43.04,37.81,4.08,2.2,0.32,Fix bug,User request,Performance,10.12,7.64,Carol,-0.99
SP0746,43.77,48.97,89.05,2.87,42.86,0.73,-1.7,1.0,Carol,35.37,48.03,18.27,5.38,0.05,104.17,1.27,ISS0558,Story,Low,9.12,7.3,Fix bug,6.7,17.24,33.46,2.62,4.57,-0.5,Fix bug,Critical bug,Bug,10.42,6.19,Carol,15.53
SP0084,68.78,22.9,46.49,1.04,38.62,1.49,4.64,0.24,Alice,33.46,49.95,23.33,3.95,1.77,175.78,0.13,ISS0851,Bug,High,11.59,11.53,Fix bug,30.9,56.39,33.3,1.97,1.72,-0.53,Code cleanup,User request,Refactor,7.47,8.0,David,19.67
SP0239,56.8,57.17,30.53,7.68,72.44,4.32,-2.65,-0.4,David,37.0,29.96,43.04,3.84,0.48,148.05,0.58,ISS0034,Task,Medium,3.8,8.61,Update UI,19.57,48.1,29.33,3.15,0.73,0.06,Develop feature,New module,Bug,9.21,5.13,Bob,14.95
SP0435,61.44,22.13,90.2,5.55,22.67,0.99,2.34,0.16,Carol,25.92,62.12,33.85,4.78,2.16,157.7,0.14,ISS0288,Story,High,14.38,5.22,Refactor code,18.87,46.21,28.19,1.17,2.48,0.15,Improve performance,User request,Refactor,9.73,-0.43,David,6.28
SP0068,47.15,46.09,79.69,0.75,63.93,3.06,7.6,-0.37,David,27.42,70.56,26.21,2.57,1.45,62.8,0.24,ISS0510,Task,Medium,18.46,15.24,Fix bug,19.85,59.66,31.29,1.29,2.62,0.82,Improve performance,User request,Performance,7.42,3.88,Carol,12.06
SP0043,27.28,17.0,85.27,1.4,74.93,1.29,0.37,1.34,Alice,37.97,76.64,44.32,4.53,3.59,120.39,0.81,ISS0101,Task,High,2.84,4.62,Add feature,13.14,36.51,37.5,1.22,2.66,0.28,Code cleanup,New module,Feature,10.25,8.93,Alice,10.73
SP0942,56.7,42.72,87.65,3.95,66.93,1.2,5.44,-0.39,Alice,18.77,33.88,35.92,5.82,-0.17,101.62,0.41,ISS0825,Bug,Medium,12.47,6.82,Add feature,9.37,47.82,36.7,2.67,2.34,0.5,Code cleanup,User request,Performance,4.08,9.09,Carol,13.52
SP0365,26.32,36.96,72.18,-0.02,39.87,2.16,5.88,0.69,David,20.87,34.29,49.87,3.82,2.52,144.51,0.0,ISS0190,Bug,High,19.97,8.12,Refactor code,18.91,26.02,15.49,3.41,2.93,0.41,Improve performance,New module,Bug,8.91,2.9,Alice,8.79
SP0422,50.51,12.5,63.83,4.68,49.3,-0.19,5.72,0.33,Alice,51.39,41.49,39.5,2.12,2.34,188.35,0.99,ISS0291,Bug,Medium,12.95,3.9,Add feature,12.85,62.94,15.29,1.14,1.39,-0.05,Fix bug,User request,Refactor,7.38,3.42,Carol,20.99
SP0150,39.12,37.67,56.76,8.99,47.66,1.58,0.12,-0.25,Alice,31.05,42.54,18.74,10.44,2.45,134.82,0.17,ISS0225,Task,High,11.54,3.12,Refactor code,1.76,52.53,37.67,5.03,3.73,0.13,Fix bug,Tech debt,Refactor,12.21,4.55,Bob,4.81
SP0103,73.29,30.46,50.87,3.63,58.27,2.34,4.32,0.64,Alice,36.88,35.63,27.56,3.85,3.32,90.91,0.61,ISS0030,Bug,High,19.96,4.47,Add feature,9.38,44.41,29.97,-0.65,2.77,-0.19,Fix bug,Tech debt,Bug,21.63,7.63,Bob,17.92
SP0438,37.77,40.32,53.21,5.77,45.2,1.2,13.89,-0.37,Carol,46.28,40.69,28.03,3.64,1.53,115.15,0.13,ISS0750,Bug,High,17.99,10.15,Refactor code,27.06,43.4,21.91,0.72,4.74,0.13,Develop feature,Critical bug,Performance,7.41,4.42,David,11.09
SP0431,100.69,24.15,113.1,4.46,42.32,2.61,1.95,0.84,Bob,22.78,57.93,28.86,3.83,0.82,77.47,0.25,ISS0762,Task,Medium,8.5,3.69,Add feature,12.42,27.81,26.82,2.33,1.57,0.75,Code cleanup,New module,Performance,11.55,5.95,Alice,14.56
SP0261,8.67,25.74,51.17,9.64,44.55,-0.02,-1.51,-0.2,Carol,26.74,50.2,47.01,1.98,0.91,286.24,0.89,ISS0712,Task,High,10.54,6.93,Add feature,11.28,41.77,20.04,3.44,5.13,0.33,Fix bug,User request,Feature,12.05,8.71,Bob,19.46
SP0748,37.21,46.56,74.08,4.06,59.91,2.27,7.35,0.07,David,35.24,58.61,32.22,5.02,-0.52,105.72,0.55,ISS0801,Bug,High,10.44,7.06,Fix bug,13.65,43.73,27.56,1.69,0.09,-0.25,Code cleanup,New module,Refactor,15.32,6.43,Bob,14.79
SP0042,47.6,35.3,85.8,10.38,59.24,1.27,0.28,0.7,Bob,47.13,59.9,30.24,5.46,1.03,113.68,-0.32,ISS0176,Story,High,6.47,1.66,Refactor code,16.45,57.06,16.43,2.94,0.01,0.82,Improve performance,Tech debt,Refactor,3.5,2.32,Carol,11.45
SP0487,33.71,42.75,79.79,1.58,48.07,2.12,1.71,0.1,Carol,43.92,50.37,25.47,3.91,1.59,111.06,0.84,ISS0426,Bug,Low,13.5,2.61,Add feature,6.1,39.99,30.21,0.31,3.35,0.74,Code cleanup,User request,Performance,16.94,3.86,Carol,4.58
