Sprint_ID,Planned_Story_Points_Sprint,Completed_Story_Points,Percent_Done,Days_Remaining_Sprint,Historical_Velocity,Blocked_Stories,Scope_Change,Success_Label,Assignee,Planned_Story_Points_Resource,Current_Assigned_SP,Historical_Avg_SP,Remaining_Days_Resource,High_Priority_Tasks_Resource,Current_Workload_Percent,Expected_Overload,Issue_ID,Issue_Type,Priority,Original_Estimate_Hours,Story_Points_Issue,Description_Issue,Resolution_Time_Hours,Total_SP_This_Sprint,Historical_Avg_SP_Burnout,High_Priority_Tasks_Burnout,Consecutive_Overloads,Risk_Flag,Summary,Description_Resource,Labels,Original_Estimate_Resource,Story_Points_Resource,Assignee_Resource,Resolution_Time_Resource
SP0132,30,30,100.0,4,37,4,7,1,Bob,26,19,41,8,1,46.34,0,ISS0132,Bug,High,7,6,Fix bug,5,34,28,0,0,0,Improve performance,Tech debt,Performance,3,4,David,6
SP0133,70,42,60.0,1,61,3,7,0,Bob,36,47,37,5,3,127.03,1,ISS0133,Task,Medium,3,8,Fix bug,3,56,29,1,1,0,Develop feature,New module,Feature,8,4,Alice,15
SP0134,36,36,100.0,3,79,0,-5,1,Carol,21,32,44,6,1,72.73,0,ISS0134,Bug,Medium,7,7,Update UI,9,46,34,3,0,0,Fix bug,User request,Feature,12,9,David,12
SP0135,27,14,51.85,1,39,3,-3,0,Alice,31,42,37,1,1,113.51,0,ISS0135,Story,Low,15,4,Refactor code,18,57,31,2,3,1,Develop feature,Tech debt,Bug,12,9,Bob,12
SP0136,54,48,88.89,1,25,4,-2,1,Bob,37,28,42,1,1,66.67,0,ISS0136,Story,Low,12,3,Refactor code,13,46,20,4,4,1,Code cleanup,New module,Refactor,5,1,David,6
SP0137,54,30,55.56,3,31,3,5,0,David,30,42,47,4,2,89.36,0,ISS0137,Bug,Medium,5,3,Update UI,9,31,24,3,4,0,Improve performance,Tech debt,Refactor,17,5,Bob,24
SP0138,52,36,69.23,5,21,2,5,0,Carol,35,53,36,2,0,147.22,1,ISS0138,Story,Low,10,4,Refactor code,14,22,36,0,3,0,Improve performance,Tech debt,Feature,6,7,Carol,13
SP0139,78,69,88.46,6,26,2,-1,0,Carol,37,32,31,7,4,103.23,0,ISS0139,Task,Medium,4,9,Update UI,3,49,37,1,0,0,Code cleanup,New module,Bug,8,4,Alice,13
SP0140,24,14,58.33,9,35,4,-3,0,Alice,54,70,42,2,1,166.67,1,ISS0140,Story,High,17,9,Add feature,16,51,30,0,0,0,Fix bug,User request,Feature,17,12,Alice,24
SP0141,61,49,80.33,2,22,0,0,1,Alice,45,48,40,2,1,120.0,0,ISS0141,Bug,High,12,2,Add feature,11,42,31,4,3,0,Improve performance,New module,Feature,16,5,Bob,22
SP0142,58,47,81.03,2,64,0,5,1,Carol,35,25,43,5,1,58.14,0,ISS0142,Task,High,5,5,Refactor code,4,21,28,4,2,0,Improve performance,User request,Feature,6,2,Carol,11
SP0143,77,46,59.74,9,22,1,8,0,David,25,32,23,4,0,139.13,1,ISS0143,Story,High,2,1,Add feature,8,26,34,0,2,0,Fix bug,Tech debt,Bug,2,3,Bob,9
SP0144,60,36,60.0,5,46,4,9,0,Alice,31,27,31,8,3,87.1,0,ISS0144,Task,Medium,17,4,Add feature,19,53,26,3,1,0,Develop feature,New module,Performance,10,7,David,9
SP0145,47,37,78.72,2,69,3,6,0,Alice,32,22,45,4,2,48.89,0,ISS0145,Bug,High,17,2,Add feature,25,51,23,3,0,0,Code cleanup,Critical bug,Bug,6,10,Bob,7
SP0146,26,13,50.0,1,62,4,10,0,Carol,23,13,42,6,0,30.95,0,ISS0146,Story,High,12,8,Fix bug,17,58,29,1,0,0,Fix bug,Tech debt,Feature,7,7,Carol,8
SP0147,28,20,71.43,7,59,1,-1,0,Carol,58,48,41,5,1,117.07,0,ISS0147,Task,High,9,4,Add feature,11,51,26,1,3,1,Code cleanup,New module,Performance,4,4,David,3
SP0148,27,12,44.44,4,57,4,-3,0,Alice,21,34,40,2,0,85.0,0,ISS0148,Task,High,2,5,Fix bug,10,33,28,2,3,0,Code cleanup,Tech debt,Feature,7,12,Alice,12
SP0149,31,20,64.52,0,52,4,0,0,Bob,45,38,39,8,0,97.44,0,ISS0149,Story,Medium,10,11,Update UI,12,22,36,2,2,0,Improve performance,New module,Bug,9,1,Alice,9
SP0150,53,38,71.7,2,47,1,0,0,Alice,46,39,34,2,0,114.71,0,ISS0150,Task,High,13,4,Update UI,11,51,32,1,0,0,Fix bug,User request,Bug,7,1,Alice,6
SP0151,52,41,78.85,9,20,0,9,0,Bob,46,64,42,9,3,152.38,1,ISS0151,Task,Low,9,5,Update UI,12,55,34,2,0,0,Code cleanup,Critical bug,Performance,17,4,Carol,21
SP0152,67,59,88.06,7,74,3,8,0,Carol,34,41,47,9,4,87.23,0,ISS0152,Bug,Low,18,5,Update UI,19,36,20,0,4,1,Develop feature,Tech debt,Bug,17,4,Carol,15
SP0153,74,36,48.65,3,27,1,2,0,Bob,27,43,35,3,2,122.86,1,ISS0153,Bug,Low,11,5,Update UI,11,22,18,3,1,0,Code cleanup,Critical bug,Feature,4,6,Carol,7
SP0154,42,23,54.76,6,56,2,-4,0,David,26,26,24,4,3,108.33,0,ISS0154,Bug,Low,8,11,Add feature,11,29,37,2,1,0,Improve performance,User request,Performance,18,7,Carol,18
SP0155,43,33,76.74,9,51,0,-5,0,Carol,59,75,40,8,3,187.5,1,ISS0155,Bug,Low,7,3,Add feature,6,59,26,2,2,1,Develop feature,New module,Refactor,7,9,Carol,7
SP0156,56,40,71.43,1,79,2,10,0,Alice,31,21,34,9,4,61.76,0,ISS0156,Bug,Low,19,7,Add feature,24,37,27,0,0,0,Develop feature,Critical bug,Feature,7,9,David,9
SP0157,54,26,48.15,6,67,0,-2,0,Alice,32,49,36,3,3,136.11,1,ISS0157,Bug,Medium,16,3,Update UI,14,22,33,4,4,0,Fix bug,New module,Refactor,16,10,Bob,16
SP0158,63,50,79.37,4,62,3,10,0,Carol,36,35,37,5,0,94.59,0,ISS0158,Story,Low,3,2,Update UI,12,58,36,1,0,0,Develop feature,User request,Performance,3,12,Alice,4
SP0159,59,56,94.92,4,56,3,1,1,Carol,36,34,24,8,0,141.67,1,ISS0159,Bug,High,15,3,Fix bug,21,29,27,0,3,0,Fix bug,Tech debt,Performance,9,12,Carol,9
SP0160,41,39,95.12,5,23,4,9,1,David,55,67,32,3,1,209.38,1,ISS0160,Task,Low,11,11,Refactor code,16,28,26,4,2,0,Fix bug,User request,Feature,8,5,Alice,12
SP0161,46,44,95.65,8,49,2,10,1,Carol,40,33,38,7,3,86.84,0,ISS0161,Story,Medium,17,3,Add feature,15,30,34,0,1,0,Develop feature,Critical bug,Bug,9,10,Carol,9
SP0162,54,26,48.15,5,25,0,5,0,Alice,27,44,49,8,1,89.8,0,ISS0162,Task,Low,8,8,Refactor code,15,52,17,3,0,0,Fix bug,Critical bug,Feature,14,11,Alice,21
SP0163,20,12,60.0,7,65,3,4,0,David,24,19,32,3,2,59.38,0,ISS0163,Bug,High,9,4,Update UI,18,55,17,0,2,1,Fix bug,Critical bug,Bug,16,3,Bob,17
SP0164,54,53,98.15,6,73,1,-3,1,Alice,45,64,37,2,0,172.97,1,ISS0164,Bug,High,11,3,Update UI,17,45,28,0,1,0,Develop feature,New module,Bug,13,3,Alice,12
SP0165,56,43,76.79,8,38,3,-3,0,Bob,35,40,33,7,2,121.21,1,ISS0165,Task,Medium,16,10,Update UI,15,46,32,3,0,0,Improve performance,Tech debt,Feature,16,6,Alice,15
SP0166,66,46,69.7,3,51,1,10,0,Carol,55,46,49,9,4,93.88,0,ISS0166,Task,Medium,9,5,Refactor code,9,57,33,1,4,1,Code cleanup,Critical bug,Performance,15,1,Carol,21
SP0167,33,18,54.55,1,28,0,-1,0,Bob,47,59,23,1,0,256.52,1,ISS0167,Task,Medium,14,4,Fix bug,13,41,24,4,2,1,Fix bug,Critical bug,Feature,8,7,David,6
SP0168,22,13,59.09,6,31,3,-1,0,Alice,48,55,23,3,2,239.13,1,ISS0168,Story,Medium,13,9,Update UI,18,45,31,2,0,0,Fix bug,Critical bug,Refactor,18,3,David,16
SP0169,20,14,70.0,5,30,3,7,0,Bob,31,30,39,5,4,76.92,0,ISS0169,Bug,Low,9,8,Fix bug,8,41,29,1,1,0,Develop feature,User request,Performance,6,5,Alice,13
SP0170,24,24,100.0,0,65,0,4,1,Bob,56,69,39,3,2,176.92,1,ISS0170,Task,Low,16,11,Fix bug,23,24,33,0,1,0,Code cleanup,Critical bug,Bug,11,7,David,9
SP0171,45,21,46.67,8,74,3,-3,0,Alice,49,62,38,1,4,163.16,1,ISS0171,Bug,High,13,7,Add feature,12,54,23,2,4,1,Code cleanup,User request,Performance,19,7,Bob,19
SP0172,74,58,78.38,8,35,1,3,0,Alice,42,48,32,7,4,150.0,1,ISS0172,Task,Medium,12,8,Refactor code,10,21,18,3,2,0,Fix bug,Critical bug,Feature,11,9,Bob,10
SP0173,33,23,69.7,1,20,3,-2,0,Carol,35,37,31,7,0,119.35,0,ISS0173,Bug,Medium,15,5,Update UI,19,54,29,1,2,1,Develop feature,User request,Performance,3,1,David,3
SP0174,58,52,89.66,2,64,2,7,1,Bob,33,46,26,8,1,176.92,1,ISS0174,Story,Low,19,4,Fix bug,28,28,33,4,0,0,Improve performance,New module,Bug,7,3,David,9
SP0175,46,41,89.13,4,74,4,7,0,David,29,36,44,5,4,81.82,0,ISS0175,Bug,Medium,14,7,Refactor code,13,37,30,1,1,0,Code cleanup,New module,Bug,4,9,Bob,10
SP0176,28,19,67.86,4,72,1,9,0,David,26,37,31,5,4,119.35,0,ISS0176,Task,High,5,1,Refactor code,12,31,22,1,1,0,Improve performance,User request,Performance,6,8,David,5
SP0177,34,15,44.12,0,40,2,-3,0,Alice,56,58,40,5,0,145.0,1,ISS0177,Bug,High,18,6,Update UI,20,22,31,2,4,0,Develop feature,Tech debt,Refactor,8,2,David,6
SP0178,34,31,91.18,7,49,0,5,1,Alice,48,54,23,1,1,234.78,1,ISS0178,Story,Medium,10,8,Add feature,12,37,35,3,4,0,Improve performance,Tech debt,Bug,8,8,Carol,11
SP0179,45,25,55.56,7,32,1,-4,0,Bob,22,16,46,5,3,34.78,0,ISS0179,Story,High,8,7,Add feature,8,57,15,3,2,1,Develop feature,User request,Refactor,11,8,Carol,11
SP0180,61,60,98.36,3,53,4,4,1,Alice,34,34,21,6,3,161.9,1,ISS0180,Bug,High,2,2,Fix bug,2,26,21,1,1,0,Fix bug,New module,Bug,2,2,David,6
SP0181,79,66,83.54,6,23,4,7,0,David,55,51,21,1,1,242.86,1,ISS0181,Task,Low,8,7,Add feature,17,52,35,3,0,0,Improve performance,User request,Performance,12,8,David,15
SP0182,32,17,53.12,9,47,0,5,0,Carol,38,56,24,7,2,233.33,1,ISS0182,Story,High,8,6,Add feature,8,25,32,2,3,0,Fix bug,Tech debt,Bug,8,3,Carol,12
SP0183,70,29,41.43,2,57,0,3,0,Carol,32,31,42,1,0,73.81,0,ISS0183,Story,Medium,8,5,Add feature,11,37,26,2,0,0,Fix bug,User request,Refactor,7,7,Carol,9
SP0184,51,39,76.47,5,77,1,-2,0,Bob,40,46,29,2,1,158.62,1,ISS0184,Bug,Medium,9,4,Refactor code,10,41,30,4,4,0,Develop feature,New module,Refactor,7,9,David,5
SP0185,58,50,86.21,9,50,3,10,0,Carol,56,60,29,2,3,206.9,1,ISS0185,Story,High,17,1,Update UI,17,58,15,3,0,0,Improve performance,Tech debt,Performance,14,4,Carol,14
SP0186,68,37,54.41,9,78,0,-3,0,Alice,46,53,28,5,4,189.29,1,ISS0186,Story,Medium,4,2,Refactor code,3,28,29,4,1,0,Code cleanup,Tech debt,Refactor,17,11,Bob,17
SP0187,71,31,43.66,8,74,3,1,0,Alice,48,60,32,7,3,187.5,1,ISS0187,Task,Low,14,7,Refactor code,14,54,21,0,2,1,Improve performance,Critical bug,Refactor,14,6,Alice,18
SP0188,51,34,66.67,0,46,2,2,0,Alice,39,50,26,1,4,192.31,1,ISS0188,Task,High,11,10,Update UI,12,42,31,2,3,0,Code cleanup,Critical bug,Performance,3,9,Bob,3
SP0189,23,14,60.87,4,24,4,5,0,Alice,44,52,24,1,0,216.67,1,ISS0189,Task,High,19,3,Refactor code,22,31,17,1,2,1,Fix bug,Tech debt,Bug,19,11,Carol,21
SP0190,49,40,81.63,3,44,3,8,0,Bob,25,44,45,1,4,97.78,0,ISS0190,Bug,High,8,5,Fix bug,9,43,25,2,3,1,Fix bug,Tech debt,Performance,7,11,Bob,8
SP0191,56,51,91.07,7,22,4,-4,1,Carol,55,70,29,6,1,241.38,1,ISS0191,Story,Medium,6,8,Fix bug,11,59,20,0,3,1,Develop feature,User request,Bug,3,5,Alice,4
SP0192,42,39,92.86,0,52,3,1,1,David,21,12,29,2,4,41.38,0,ISS0192,Bug,Medium,8,8,Refactor code,8,28,20,1,1,0,Code cleanup,New module,Bug,7,12,Carol,11
SP0193,58,24,41.38,8,23,2,6,0,Carol,41,56,25,1,2,224.0,1,ISS0193,Story,High,18,6,Add feature,27,32,29,3,1,0,Improve performance,Tech debt,Bug,16,1,Bob,14
SP0194,64,39,60.94,5,44,0,-1,0,Alice,51,44,46,6,1,95.65,0,ISS0194,Story,Medium,5,5,Refactor code,5,59,21,3,4,1,Develop feature,New module,Feature,7,3,Bob,11
SP0195,34,23,67.65,3,39,2,9,0,David,35,27,47,2,0,57.45,0,ISS0195,Story,Medium,17,2,Add feature,17,36,25,2,4,0,Develop feature,Tech debt,Bug,4,11,Alice,9
SP0196,62,31,50.0,8,53,0,5,0,Bob,37,33,38,6,1,86.84,0,ISS0196,Task,High,11,9,Refactor code,16,26,31,1,3,0,Develop feature,New module,Performance,12,9,Carol,12
SP0197,48,44,91.67,4,45,0,-1,1,Alice,24,37,40,8,2,92.5,0,ISS0197,Bug,High,4,1,Fix bug,5,36,37,1,4,0,Improve performance,Critical bug,Performance,9,3,David,9
SP0198,55,26,47.27,4,24,4,-3,0,Alice,55,62,27,2,0,229.63,1,ISS0198,Bug,Medium,4,11,Add feature,2,43,32,4,1,0,Develop feature,Tech debt,Performance,19,11,Carol,20
SP0199,32,17,53.12,4,54,2,-1,0,David,49,48,20,9,3,240.0,1,ISS0199,Story,High,18,2,Fix bug,17,21,36,0,4,0,Improve performance,User request,Feature,18,11,Alice,21
SP0200,51,45,88.24,0,47,3,6,1,Bob,38,34,47,8,2,72.34,0,ISS0200,Bug,High,11,1,Refactor code,18,54,38,3,3,0,Develop feature,New module,Refactor,18,10,Alice,22
SP0201,26,13,50.0,0,48,2,-4,0,David,42,39,36,1,0,108.33,0,ISS0201,Task,High,18,12,Update UI,17,47,35,2,2,0,Code cleanup,Tech debt,Feature,5,2,Alice,3
SP0202,78,49,62.82,7,28,4,-2,0,Bob,53,48,26,7,4,184.62,1,ISS0202,Bug,High,18,4,Add feature,18,38,33,1,0,0,Fix bug,Critical bug,Performance,8,4,Alice,9
SP0203,70,47,67.14,7,71,0,0,0,Alice,32,43,33,6,1,130.3,1,ISS0203,Story,Medium,5,4,Add feature,8,52,22,3,4,1,Code cleanup,Critical bug,Performance,6,5,David,10
SP0204,41,16,39.02,5,57,4,-5,0,Carol,48,63,40,6,0,157.5,1,ISS0204,Task,High,7,5,Refactor code,12,40,38,2,1,0,Code cleanup,Critical bug,Refactor,17,7,Carol,16
SP0205,47,37,78.72,3,69,1,4,0,Alice,55,45,49,6,1,91.84,0,ISS0205,Task,Low,13,5,Refactor code,22,29,34,3,2,0,Develop feature,Critical bug,Feature,7,7,Carol,5
SP0206,21,8,38.1,1,25,1,-2,0,Carol,41,34,40,6,4,85.0,0,ISS0206,Story,High,18,8,Add feature,16,28,22,2,1,0,Code cleanup,Tech debt,Performance,15,9,Bob,13
SP0207,61,35,57.38,1,38,3,0,0,Carol,55,58,36,7,0,161.11,1,ISS0207,Bug,Low,18,11,Update UI,24,57,35,3,4,1,Code cleanup,User request,Bug,3,8,David,10
SP0208,64,25,39.06,8,79,4,3,0,Bob,28,34,28,3,3,121.43,1,ISS0208,Story,High,11,11,Refactor code,9,25,25,4,3,0,Code cleanup,New module,Bug,19,2,David,22
SP0209,76,55,72.37,4,63,3,8,0,David,58,67,36,6,2,186.11,1,ISS0209,Bug,Low,8,3,Refactor code,15,54,35,0,0,0,Develop feature,User request,Performance,19,12,Bob,21
SP0210,72,41,56.94,3,76,3,5,0,Bob,38,45,24,3,0,187.5,1,ISS0210,Bug,Low,17,6,Refactor code,16,37,17,3,0,0,Improve performance,New module,Bug,14,8,Bob,12
SP0211,25,25,100.0,9,30,1,10,1,Alice,57,57,45,7,4,126.67,1,ISS0211,Task,High,14,12,Update UI,14,38,37,0,2,0,Fix bug,User request,Refactor,19,8,Carol,26
SP0212,47,23,48.94,0,21,3,5,0,David,25,43,44,7,0,97.73,0,ISS0212,Story,High,4,12,Add feature,8,24,28,3,0,0,Fix bug,Tech debt,Performance,18,5,Carol,18
SP0213,47,22,46.81,6,66,1,7,0,Carol,34,44,49,8,1,89.8,0,ISS0213,Task,High,3,3,Fix bug,9,44,23,1,3,1,Improve performance,Tech debt,Feature,14,3,Carol,18
SP0214,63,35,55.56,2,63,0,-4,0,Carol,39,54,39,2,0,138.46,1,ISS0214,Story,Low,17,2,Refactor code,17,30,39,4,1,0,Improve performance,New module,Performance,13,9,David,19
SP0215,63,60,95.24,5,63,4,5,1,Alice,28,31,48,9,3,64.58,0,ISS0215,Story,Medium,7,8,Update UI,12,29,15,4,3,1,Code cleanup,Tech debt,Refactor,4,12,David,10
SP0216,39,27,69.23,4,28,3,1,0,David,51,49,27,5,0,181.48,1,ISS0216,Task,Medium,7,1,Add feature,13,36,15,0,2,1,Fix bug,New module,Feature,8,7,Bob,11
SP0217,49,29,59.18,4,40,1,0,0,Alice,23,39,25,9,2,156.0,1,ISS0217,Story,High,14,9,Add feature,21,55,26,1,2,1,Improve performance,User request,Refactor,2,1,Alice,2
SP0218,30,14,46.67,4,43,2,-4,0,Alice,37,41,30,5,0,136.67,1,ISS0218,Story,Medium,8,11,Update UI,12,45,25,2,0,0,Code cleanup,Tech debt,Bug,6,8,Alice,4
SP0219,77,62,80.52,0,53,3,2,1,Bob,24,25,38,7,1,65.79,0,ISS0219,Bug,Medium,6,7,Refactor code,7,50,35,4,3,0,Fix bug,Tech debt,Bug,2,10,Alice,2
SP0220,74,34,45.95,0,41,0,1,0,Alice,39,38,23,9,0,165.22,1,ISS0220,Story,High,8,12,Fix bug,9,51,15,1,1,0,Develop feature,New module,Bug,5,5,Alice,12
SP0221,47,35,74.47,2,22,0,5,0,David,42,50,37,4,3,135.14,1,ISS0221,Story,Low,3,10,Refactor code,4,40,34,1,3,0,Develop feature,New module,Refactor,2,6,Alice,1
SP0222,44,40,90.91,9,31,2,-1,1,Alice,30,43,20,2,4,215.0,1,ISS0222,Task,High,18,12,Add feature,21,37,26,0,1,0,Fix bug,New module,Refactor,14,9,Carol,16
SP0223,58,32,55.17,3,47,1,6,0,David,56,64,32,9,0,200.0,1,ISS0223,Task,Medium,14,11,Fix bug,15,37,31,1,1,0,Fix bug,New module,Performance,15,10,Bob,20
SP0224,52,24,46.15,4,49,3,-1,0,Carol,41,36,33,2,0,109.09,0,ISS0224,Story,Low,17,4,Refactor code,19,20,29,1,3,0,Develop feature,Critical bug,Feature,16,8,Alice,18
SP0225,20,14,70.0,1,45,1,1,0,Alice,23,32,43,3,2,74.42,0,ISS0225,Bug,Medium,3,3,Fix bug,9,33,16,2,4,1,Develop feature,New module,Feature,18,11,Alice,16
SP0226,76,39,51.32,7,67,0,3,0,David,48,61,20,2,3,305.0,1,ISS0226,Bug,Low,6,6,Update UI,15,27,32,0,3,0,Fix bug,Critical bug,Refactor,13,3,Alice,13
SP0227,46,29,63.04,1,40,1,5,0,Carol,53,69,49,3,4,140.82,1,ISS0227,Task,Medium,19,9,Refactor code,23,21,30,0,1,0,Code cleanup,User request,Refactor,8,5,Carol,10
SP0228,76,31,40.79,8,47,0,9,0,David,32,27,48,6,1,56.25,0,ISS0228,Story,High,8,9,Add feature,13,34,18,1,2,1,Improve performance,New module,Bug,4,4,Alice,8
SP0229,71,40,56.34,1,75,1,3,0,Carol,28,25,30,3,0,83.33,0,ISS0229,Story,Medium,12,4,Add feature,14,53,22,2,2,1,Improve performance,Critical bug,Refactor,19,1,Bob,21
SP0230,32,19,59.38,8,45,2,3,0,Bob,50,40,36,8,4,111.11,0,ISS0230,Bug,Medium,12,10,Fix bug,14,55,16,3,0,0,Fix bug,Critical bug,Bug,5,5,Carol,12
SP0231,60,25,41.67,6,52,4,0,0,Alice,26,37,23,6,1,160.87,1,ISS0231,Bug,Low,18,5,Update UI,26,20,28,4,2,0,Improve performance,Critical bug,Refactor,4,10,Carol,6
SP0232,22,11,50.0,7,40,2,4,0,Alice,23,29,45,7,3,64.44,0,ISS0232,Bug,Medium,17,11,Refactor code,21,40,39,0,4,0,Develop feature,Tech debt,Feature,13,7,David,17
SP0233,58,23,39.66,1,54,2,0,0,Carol,38,44,31,1,3,141.94,1,ISS0233,Task,High,14,9,Update UI,22,20,29,2,1,0,Develop feature,Critical bug,Performance,13,1,David,18
SP0234,25,24,96.0,6,71,4,-3,1,Bob,49,62,29,3,4,213.79,1,ISS0234,Story,High,6,2,Update UI,15,51,23,2,3,1,Improve performance,New module,Refactor,18,4,Carol,23
SP0235,27,14,51.85,5,53,4,-5,0,David,50,54,25,3,1,216.0,1,ISS0235,Task,High,17,2,Fix bug,22,39,16,1,3,1,Fix bug,New module,Bug,7,6,Alice,11
SP0236,46,26,56.52,3,60,3,10,0,Bob,54,50,44,2,3,113.64,0,ISS0236,Story,Low,17,5,Fix bug,23,55,31,4,4,1,Develop feature,New module,Performance,16,11,Alice,16
SP0237,28,27,96.43,6,70,3,1,1,David,40,48,20,7,4,240.0,1,ISS0237,Task,Low,17,1,Refactor code,16,58,24,0,2,1,Code cleanup,Critical bug,Bug,3,12,Alice,2
SP0238,56,30,53.57,3,66,2,-2,0,David,50,61,26,9,3,234.62,1,ISS0238,Story,Medium,15,8,Add feature,15,49,23,3,1,0,Code cleanup,Critical bug,Bug,9,9,Alice,7
SP0239,52,30,57.69,1,37,2,-5,0,Alice,38,52,45,4,3,115.56,0,ISS0239,Bug,Medium,7,5,Refactor code,16,26,16,1,2,1,Develop feature,Tech debt,Performance,15,11,David,18
SP0240,70,42,60.0,9,77,0,9,0,Carol,50,62,46,5,3,134.78,1,ISS0240,Bug,Medium,3,12,Update UI,12,41,38,0,0,0,Develop feature,User request,Performance,6,8,Bob,12
SP0241,61,47,77.05,6,30,0,2,0,Alice,51,68,40,3,2,170.0,1,ISS0241,Bug,Low,15,10,Fix bug,14,29,33,0,2,0,Improve performance,Tech debt,Performance,4,2,Carol,4
SP0242,63,62,98.41,7,76,3,6,1,Alice,21,13,47,9,1,27.66,0,ISS0242,Task,Low,17,2,Update UI,24,27,31,2,0,0,Fix bug,New module,Refactor,11,11,Alice,13
SP0243,43,39,90.7,1,42,3,0,1,Alice,29,48,35,4,4,137.14,1,ISS0243,Bug,Medium,14,12,Fix bug,18,46,25,4,3,1,Improve performance,New module,Performance,8,3,David,14
SP0244,34,15,44.12,4,67,0,0,0,David,21,40,43,5,4,93.02,0,ISS0244,Story,Low,16,9,Add feature,25,29,31,3,1,0,Fix bug,New module,Refactor,12,10,Bob,18
SP0245,78,60,76.92,0,41,0,-4,0,Alice,21,39,33,1,1,118.18,0,ISS0245,Task,Low,13,2,Update UI,12,33,24,4,0,0,Code cleanup,Tech debt,Feature,16,5,Carol,20
SP0246,73,59,80.82,6,36,1,9,0,David,43,54,42,2,1,128.57,1,ISS0246,Story,High,10,7,Fix bug,19,30,32,2,2,0,Code cleanup,New module,Feature,3,11,Carol,4
SP0247,51,36,70.59,7,24,1,-5,0,Carol,36,36,39,9,1,92.31,0,ISS0247,Task,High,19,8,Refactor code,18,25,37,3,2,0,Fix bug,New module,Bug,6,7,Carol,5
SP0248,51,24,47.06,5,63,0,7,0,David,51,60,39,2,1,153.85,1,ISS0248,Story,Medium,15,6,Refactor code,14,40,20,3,3,1,Improve performance,New module,Bug,12,3,Alice,11
SP0249,43,28,65.12,4,30,1,8,0,David,35,54,25,5,0,216.0,1,ISS0249,Story,Medium,5,11,Refactor code,14,52,30,1,4,1,Develop feature,Critical bug,Refactor,9,12,Carol,10
SP0250,60,37,61.67,5,49,4,8,0,Bob,35,53,41,8,4,129.27,1,ISS0250,Task,High,9,7,Update UI,10,38,32,3,4,0,Fix bug,User request,Bug,14,7,Alice,12
SP0251,71,38,53.52,1,34,3,-4,0,Alice,58,66,44,3,0,150.0,1,ISS0251,Task,Low,9,11,Fix bug,7,58,34,0,2,1,Improve performance,Critical bug,Feature,12,5,Bob,13
SP0252,68,35,51.47,0,46,3,-2,0,Alice,50,48,47,6,3,102.13,0,ISS0252,Bug,Medium,17,1,Fix bug,16,43,32,4,4,0,Code cleanup,Critical bug,Refactor,18,10,David,21
SP0253,68,60,88.24,6,54,0,-4,0,Alice,43,42,24,4,3,175.0,1,ISS0253,Bug,Medium,11,4,Fix bug,11,37,15,4,1,0,Develop feature,User request,Refactor,16,6,David,19
SP0254,77,41,53.25,6,52,2,10,0,Alice,20,11,43,7,4,25.58,0,ISS0254,Story,Medium,18,7,Update UI,22,54,17,1,4,1,Code cleanup,User request,Performance,2,6,David,6
SP0255,71,62,87.32,9,39,0,-5,0,Bob,30,20,40,3,3,50.0,0,ISS0255,Story,Low,2,1,Fix bug,9,56,29,3,1,0,Fix bug,Tech debt,Refactor,17,11,Carol,19
SP0256,31,14,45.16,9,35,1,1,0,Bob,40,59,37,6,1,159.46,1,ISS0256,Story,High,19,1,Add feature,17,38,34,2,2,0,Code cleanup,User request,Bug,14,11,David,20
SP0257,58,23,39.66,1,53,2,5,0,Bob,23,28,34,9,0,82.35,0,ISS0257,Task,Medium,11,11,Update UI,14,43,24,0,2,1,Code cleanup,Tech debt,Feature,5,12,Bob,4
SP0258,21,15,71.43,1,21,1,5,0,Bob,26,33,25,1,1,132.0,1,ISS0258,Task,High,5,6,Add feature,5,53,35,1,2,1,Fix bug,Tech debt,Bug,12,4,Alice,11
SP0259,22,13,59.09,0,54,4,9,0,Alice,45,57,44,3,3,129.55,1,ISS0259,Bug,High,2,4,Add feature,2,41,19,3,3,1,Develop feature,Critical bug,Feature,19,12,David,20
SP0260,68,55,80.88,9,59,1,6,0,David,31,46,48,2,0,95.83,0,ISS0260,Story,Low,5,3,Refactor code,6,23,29,2,4,0,Fix bug,New module,Performance,19,8,Alice,20
SP0261,56,29,51.79,7,75,4,2,0,Carol,50,56,38,8,1,147.37,1,ISS0261,Bug,Low,5,12,Update UI,6,29,37,3,0,0,Improve performance,Critical bug,Feature,11,9,Alice,12
SP0262,68,37,54.41,7,47,4,0,0,Bob,36,31,20,7,4,155.0,1,ISS0262,Task,Low,5,5,Fix bug,9,21,28,1,0,0,Fix bug,Critical bug,Performance,18,2,David,16
SP0263,75,70,93.33,0,66,1,-2,1,David,52,55,20,2,1,275.0,1,ISS0263,Task,Low,18,9,Add feature,18,27,29,2,2,0,Fix bug,User request,Bug,14,9,David,15
SP0264,36,18,50.0,7,58,1,8,0,Bob,30,42,32,6,3,131.25,1,ISS0264,Task,Low,10,10,Update UI,15,52,24,2,4,1,Develop feature,User request,Performance,15,11,David,17
SP0265,78,44,56.41,8,25,4,0,0,Alice,47,61,22,3,0,277.27,1,ISS0265,Bug,Low,14,10,Fix bug,19,57,38,2,1,0,Improve performance,Tech debt,Refactor,8,12,Carol,14
